# Reparto a mano de las preguntas del bloque específico de MONTAJE DE EQUIPOS
# AUDIOVISUALES.
#
# Un cuadernillo: `58_preguntas_mont_equip_audio`, 96 preguntas, del proceso
# selectivo de 2024, con su plantilla oficial completa.
#
# **Seis van al banco del bloque común** —la 11, la 16, la 29, la 42, la 75 y la
# 89— y las clasifica el propio script por su materia. **Doce más van al banco
# compartido de prevención**: las de trabajos en altura, manipulación de cargas,
# plataformas, escaleras y autoprotección, que están en `reclasificadas.tsv`.
#
# **Cuatro preguntas más son del bloque común y ninguna palabra clave las
# reconoce**: la 22 y la 81, de la Constitución, y la 41 y la 44, del convenio.
# Van también en `reclasificadas.tsv`, a mano.
#
# **Ningún punto del Anexo 2 se queda sin preguntas.**
origen	numero	tema	motivo
58_preguntas_mont_equip_audio	90	08	Módulo de la cabeza caliente donde van los conectores de entrada
58_preguntas_mont_equip_audio	7	09	El trabajo desarrollado en un tiempo determinado: la potencia
58_preguntas_mont_equip_audio	17	09	Resistencia de un material específico: la resistividad
58_preguntas_mont_equip_audio	37	09	Resolución de grabación UltraHD
58_preguntas_mont_equip_audio	51	09	Qué es un relé térmico
58_preguntas_mont_equip_audio	53	09	Para qué sirve una linga
58_preguntas_mont_equip_audio	57	09	Cuál NO es parte de un enlace punto a punto
58_preguntas_mont_equip_audio	58	09	Con qué se mide la resistencia eléctrica
58_preguntas_mont_equip_audio	59	09	Dato obligatorio en la placa de identificación de una linga
58_preguntas_mont_equip_audio	69	09	Qué significa arriostramiento
58_preguntas_mont_equip_audio	77	09	Interruptor con botón de test que protege de derivaciones
58_preguntas_mont_equip_audio	82	09	Dónde se conecta el latiguillo con conector N en un enlace
58_preguntas_mont_equip_audio	93	09	Qué le pasa a la corriente si aumenta la resistencia
58_preguntas_mont_equip_audio	96	09	Con qué aparato se mide la tensión eléctrica
