# Reparto a mano de las preguntas del bloque específico de EDICIÓN, MONTAJE Y
# PROCESOS AUDIOVISUALES.
#
# Un cuadernillo: `11_preguntas_emypa`, 96 preguntas del proceso selectivo de
# 2024, con su plantilla oficial completa.
#
# **Nueve van al banco del bloque común** —la 1, la 2, la 3, la 12, la 29, la
# 53, la 70, la 85 y la 89— y las clasifica el script por su materia. **Una más,
# la 45**, es de la Guía de Igualdad y ninguna palabra clave la reconoce: va a
# mano en `reclasificadas.tsv`.
#
# **Ningún punto del Anexo 2 se queda sin preguntas**, y el reparto es muy
# desigual: el bloque 5 —edición de vídeo— se lleva treinta preguntas entre sus
# ocho subpuntos, y el bloque 6 —lenguaje y teoría del montaje— catorce.
origen	numero	tema	motivo
11_preguntas_emypa	52	07	Qué hay que activar para poner keyframes de audio en el timeline
11_preguntas_emypa	54	07	Cómo se distingue un grupo de clips de un clip en el timeline
11_preguntas_emypa	56	07	Qué significa la barra de posición verde del timeline
11_preguntas_emypa	74	07	Opción de la Command Palette para editar desde ella
11_preguntas_emypa	79	07	Las tres vistas de un bin
11_preguntas_emypa	81	07	Herramienta que genera un tono para las barras SMPTE
11_preguntas_emypa	82	07	Modos de interpolación de un keyframe
11_preguntas_emypa	16	08	Qué permite la función Aux Clip en EVS LSM
11_preguntas_emypa	19	08	Jerarquía de la numeración de clips en un servidor EVS LSM XT
11_preguntas_emypa	24	08	Rango de velocidades de la palanca T bar del remoto LSM
11_preguntas_emypa	25	08	Función para cargar dos clips a la vez en IPDirector
11_preguntas_emypa	42	08	Qué hace el botón TAKE en modo PGM+PRV
11_preguntas_emypa	51	08	Cómo se accede al panel VGA VDR en EVS LSM XT
11_preguntas_emypa	55	08	Cómo se muestran los clips no disponibles en una playlist
11_preguntas_emypa	59	08	Canales mínimos de reproducción para cargar una timeline
11_preguntas_emypa	60	08	Qué pasa con dos servidores EVS XT3 en la misma red SDTI
11_preguntas_emypa	30	09	Sobre qué se aplica el recorte de trazado en After Effects
11_preguntas_emypa	31	09	Función principal de una máscara de capa en Photoshop
11_preguntas_emypa	35	09	Cómo anidar dos capas en After Effects
11_preguntas_emypa	62	09	Cuántas señales intervienen en una composición por llave
11_preguntas_emypa	73	09	Plugins de After Effects
11_preguntas_emypa	75	09	Opciones de pendiente del efecto de gradación
11_preguntas_emypa	78	09	Tipos de capa en After Effects
11_preguntas_emypa	95	09	Interpolación del asistente de fotogramas clave
11_preguntas_emypa	17	10	Qué es el match cut
11_preguntas_emypa	28	10	Qué es el efecto Kuleshov
11_preguntas_emypa	33	10	Qué es una secuencia dramática
11_preguntas_emypa	39	10	Qué es el raccord
11_preguntas_emypa	49	10	Momento más indicado para disimular un cambio de plano
11_preguntas_emypa	58	10	Principios para la continuidad en una escena de acción rápida
11_preguntas_emypa	63	10	Con quién se relacionan el MacGuffin y el montaje paralelo
11_preguntas_emypa	64	10	Mejor definición del eje
11_preguntas_emypa	76	10	Música diegética: ¿hay que ver la fuente de sonido?
11_preguntas_emypa	77	10	Qué se consigue con la regla de los tercios
11_preguntas_emypa	80	10	Qué es un plano holandés
11_preguntas_emypa	93	10	Qué ocurre con el tiempo en el montaje alterno
