# Reparto a mano del bloque específico de Técnica Informática.
#
# **Un cuadernillo**: `48_preguntas_tec_informatica`, de 96 preguntas —80
# principales más 16 de reserva—, con su plantilla completa.
#
# De las 96, **seis son del bloque común** y las coge el banco general: la 2 y
# la 29 son de la Ley 31/1995, la 21 y la 49 del II Plan de Igualdad, la 79 de
# la Ley 8/2009 y la 87 de la Constitución. **Las otras 90 son del específico**
# y están todas repartidas.
#
# **Dos puntos del anexo no han dado ni una pregunta**: el 14 —formatos de
# streaming para web— y el 18 —políticas de conservación de datos—. Sus temas se
# escriben igual, contra el programa.
#
# origen	nº	tema	motivo
origen	numero	tema	motivo
48_preguntas_tec_informatica	81	06	Concepto de orientación a objetos o framework
48_preguntas_tec_informatica	86	06	Concepto de orientación a objetos o framework
48_preguntas_tec_informatica	92	06	Concepto de orientación a objetos o framework
48_preguntas_tec_informatica	31	07	Metodología de desarrollo
48_preguntas_tec_informatica	56	07	Metodología de desarrollo
48_preguntas_tec_informatica	4	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	20	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	40	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	46	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	50	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	59	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	66	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	73	08	Tecnología web de cliente o de servidor
48_preguntas_tec_informatica	68	09	Plataforma J2EE o .NET
48_preguntas_tec_informatica	74	09	Plataforma J2EE o .NET
48_preguntas_tec_informatica	82	09	Plataforma J2EE o .NET
48_preguntas_tec_informatica	94	09	Plataforma J2EE o .NET
48_preguntas_tec_informatica	1	10	Tecnología XML
48_preguntas_tec_informatica	48	10	Tecnología XML
48_preguntas_tec_informatica	78	10	Tecnología XML
48_preguntas_tec_informatica	89	10	Tecnología XML
48_preguntas_tec_informatica	51	11	Servicio web o middleware
48_preguntas_tec_informatica	53	11	Servicio web o middleware
48_preguntas_tec_informatica	61	11	Servicio web o middleware
48_preguntas_tec_informatica	55	13	Lenguaje de propósito general y su entorno
48_preguntas_tec_informatica	75	13	Lenguaje de propósito general y su entorno
48_preguntas_tec_informatica	84	13	Lenguaje de propósito general y su entorno
48_preguntas_tec_informatica	19	14	Arquitectura o administración de sistema operativo
48_preguntas_tec_informatica	25	14	Arquitectura o administración de sistema operativo
48_preguntas_tec_informatica	41	14	Arquitectura o administración de sistema operativo
48_preguntas_tec_informatica	72	14	Arquitectura o administración de sistema operativo
48_preguntas_tec_informatica	90	14	Arquitectura o administración de sistema operativo
48_preguntas_tec_informatica	16	16	Sistema operativo personal
48_preguntas_tec_informatica	34	16	Sistema operativo personal
48_preguntas_tec_informatica	37	16	Sistema operativo personal
48_preguntas_tec_informatica	58	16	Sistema operativo personal
48_preguntas_tec_informatica	93	16	Sistema operativo personal
48_preguntas_tec_informatica	95	16	Sistema operativo personal
48_preguntas_tec_informatica	11	17	Componente de ordenador o generación
48_preguntas_tec_informatica	52	17	Componente de ordenador o generación
48_preguntas_tec_informatica	27	18	Formato o codificación audiovisual
48_preguntas_tec_informatica	44	18	Formato o codificación audiovisual
48_preguntas_tec_informatica	64	18	Formato o codificación audiovisual
48_preguntas_tec_informatica	69	18	Formato o codificación audiovisual
48_preguntas_tec_informatica	30	19	Producción digital audiovisual sobre red
48_preguntas_tec_informatica	63	19	Producción digital audiovisual sobre red
48_preguntas_tec_informatica	3	20	Marco de gestión o de seguridad de la información
48_preguntas_tec_informatica	85	20	Marco de gestión o de seguridad de la información
48_preguntas_tec_informatica	96	20	Marco de gestión o de seguridad de la información
48_preguntas_tec_informatica	15	21	Seguridad de red o perimetral
48_preguntas_tec_informatica	23	21	Seguridad de red o perimetral
48_preguntas_tec_informatica	36	21	Seguridad de red o perimetral
48_preguntas_tec_informatica	39	21	Seguridad de red o perimetral
48_preguntas_tec_informatica	77	21	Seguridad de red o perimetral
48_preguntas_tec_informatica	8	22	Ley Orgánica 3/2018
48_preguntas_tec_informatica	65	22	Ley Orgánica 3/2018
48_preguntas_tec_informatica	88	22	Ley Orgánica 3/2018
48_preguntas_tec_informatica	91	23	Real Decreto 311/2022
