# Reparto a mano del bloque específico de Diseño Gráfico.
#
# **Un cuadernillo**: `07_preguntas_diseno_grafico`, de 96 preguntas —80
# principales más 16 de reserva—, con su plantilla completa.
#
# De las 96, **diez son del bloque común** y las coge el banco general: la 39 y
# la 74 del II Plan de Igualdad, la 44, la 46, la 54 y la 85 de la
# Constitución, la 49 de la Ley 31/1995, la 52 del III Convenio, la 60 de la
# Ley 17/2006 y la 86 de la Ley 8/2009. **Las otras 86 son del específico** y
# están todas repartidas.
#
# **Un punto del anexo no ha dado ni una pregunta**: el 8 —diferencias gráficas
# entre informativos y programas, infografía y diseño de interfaz—. Su tema se
# escribe igual, contra el programa.
#
# **Cinco preguntas dependen de una figura**: la 5, la 22, la 68, la 71 y la
# 87. El temario no describe lo que no ha visto: declara cada una y da la regla
# de su familia.
#
# origen	nº	tema	motivo
origen	numero	tema	motivo
07_preguntas_diseno_grafico	80	09	La continuidad
07_preguntas_diseno_grafico	92	09	La continuidad
07_preguntas_diseno_grafico	3	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	6	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	10	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	18	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	26	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	28	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	42	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	48	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	50	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	56	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	63	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	64	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	69	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	71	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	75	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	78	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	81	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	82	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	83	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	93	10	Equipos y programas de diseño
07_preguntas_diseno_grafico	32	11	Postproducción digital
07_preguntas_diseno_grafico	35	11	Postproducción digital
07_preguntas_diseno_grafico	41	11	Postproducción digital
07_preguntas_diseno_grafico	88	11	Postproducción digital
07_preguntas_diseno_grafico	89	11	Postproducción digital
07_preguntas_diseno_grafico	20	12	Imagen corporativa
07_preguntas_diseno_grafico	27	12	Imagen corporativa
07_preguntas_diseno_grafico	45	12	Imagen corporativa
07_preguntas_diseno_grafico	53	12	Imagen corporativa
07_preguntas_diseno_grafico	68	12	Imagen corporativa
07_preguntas_diseno_grafico	84	12	Imagen corporativa
07_preguntas_diseno_grafico	2	13	Legislación y derechos de autor
07_preguntas_diseno_grafico	61	13	Legislación y derechos de autor
07_preguntas_diseno_grafico	87	13	Legislación y derechos de autor
